INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10472042	1	4	72	42	3	426	1	-1	-1	Chßa sØ døng	82	-1	Chßa sØ døng	2310	1848	215	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	82	4	4	1	250	-1	0	0	0	-1	-1
10472043	1	4	72	43	3	426	1	-1	-1	Chßa sØ døng	83	-1	Chßa sØ døng	2380	1904	216	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	83	4	4	1	250	-1	0	0	0	-1	-1
10472044	1	4	72	44	3	426	1	-1	-1	Chßa sØ døng	84	-1	Chßa sØ døng	2450	1960	217	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	84	4	4	1	250	-1	0	0	0	-1	-1
10472045	1	4	72	45	3	426	1	-1	-1	Chßa sØ døng	85	-1	Chßa sØ døng	2520	2016	219	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	85	4	4	1	250	-1	0	0	0	-1	-1
10472046	1	4	72	46	3	426	1	-1	-1	Chßa sØ døng	86	-1	Chßa sØ døng	2590	2072	220	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	86	4	4	1	250	-1	0	0	0	-1	-1
10472047	1	4	72	47	3	426	1	-1	-1	Chßa sØ døng	87	-1	Chßa sØ døng	2660	2128	221	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	87	4	4	1	250	-1	0	0	0	-1	-1
10472048	1	4	72	48	3	426	1	-1	-1	Chßa sØ døng	88	-1	Chßa sØ døng	2730	2184	222	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	88	4	4	1	250	-1	0	0	0	-1	-1
10472049	1	4	72	49	3	426	1	-1	-1	Chßa sØ døng	89	-1	Chßa sØ døng	2800	2240	224	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	266	266	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	89	4	4	1	250	-1	0	0	0	-1	-1
10472050	1	4	72	50	3	426	1	-1	-1	Chßa sØ døng	90	-1	Chßa sØ døng	3080	2464	225	3	3	-1	-1	Cuff4_3	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	90	4	4	1	250	-1	0	0	0	-1	-1
10472051	1	4	72	51	3	385	1	-1	-1	Chßa sØ døng	91	-1	Chßa sØ døng	3160	2528	226	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	91	4	4	1	250	-1	0	0	0	-1	-1
10472052	1	4	72	52	3	385	1	-1	-1	Chßa sØ døng	92	-1	Chßa sØ døng	3240	2592	227	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	92	4	4	1	250	-1	0	0	0	-1	-1
10472053	1	4	72	53	3	385	1	-1	-1	Chßa sØ døng	93	-1	Chßa sØ døng	3320	2656	229	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	93	4	4	1	250	-1	0	0	0	-1	-1
10472054	1	4	72	54	3	385	1	-1	-1	Chßa sØ døng	94	-1	Chßa sØ døng	3400	2720	230	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	94	4	4	1	250	-1	0	0	0	-1	-1
10472055	1	4	72	55	3	385	1	-1	-1	Chßa sØ døng	95	-1	Chßa sØ døng	3480	2784	231	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	4	4	1	250	-1	0	0	0	-1	-1
10472056	1	4	72	56	3	385	1	-1	-1	Chßa sØ døng	96	-1	Chßa sØ døng	3560	2848	232	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	4	4	1	250	-1	0	0	0	-1	-1
10472057	1	4	72	57	3	385	1	-1	-1	Chßa sØ døng	97	-1	Chßa sØ døng	3640	2912	234	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	97	4	4	1	250	-1	0	0	0	-1	-1
10472058	1	4	72	58	3	385	1	-1	-1	Chßa sØ døng	98	-1	Chßa sØ døng	3720	2976	235	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	98	4	4	1	250	-1	0	0	0	-1	-1
10472059	1	4	72	59	3	385	1	-1	-1	Chßa sØ døng	99	-1	Chßa sØ døng	3800	3040	236	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	99	4	4	1	250	-1	0	0	0	-1	-1
10472060	1	4	72	60	3	385	1	-1	-1	Chßa sØ døng	100	-1	Chßa sØ døng	4600	3680	237	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	330	330	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	100	4	4	1	250	-1	0	0	0	-1	-1
10472061	1	4	72	61	3	389	1	-1	-1	Chßa sØ døng	91	-1	Chßa sØ døng	3160	2528	226	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	91	4	4	1	250	-1	0	0	0	-1	-1
10472062	1	4	72	62	3	389	1	-1	-1	Chßa sØ døng	92	-1	Chßa sØ døng	3240	2592	227	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	92	4	4	1	250	-1	0	0	0	-1	-1
10472063	1	4	72	63	3	389	1	-1	-1	Chßa sØ døng	93	-1	Chßa sØ døng	3320	2656	229	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	93	4	4	1	250	-1	0	0	0	-1	-1
10472064	1	4	72	64	3	389	1	-1	-1	Chßa sØ døng	94	-1	Chßa sØ døng	3400	2720	230	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	94	4	4	1	250	-1	0	0	0	-1	-1
10472065	1	4	72	65	3	389	1	-1	-1	Chßa sØ døng	95	-1	Chßa sØ døng	3480	2784	231	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	4	4	1	250	-1	0	0	0	-1	-1
10472066	1	4	72	66	3	389	1	-1	-1	Chßa sØ døng	96	-1	Chßa sØ døng	3560	2848	232	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	4	4	1	250	-1	0	0	0	-1	-1
10472067	1	4	72	67	3	389	1	-1	-1	Chßa sØ døng	97	-1	Chßa sØ døng	3640	2912	234	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	97	4	4	1	250	-1	0	0	0	-1	-1
10472068	1	4	72	68	3	389	1	-1	-1	Chßa sØ døng	98	-1	Chßa sØ døng	3720	2976	235	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	98	4	4	1	250	-1	0	0	0	-1	-1
10472069	1	4	72	69	3	389	1	-1	-1	Chßa sØ døng	99	-1	Chßa sØ døng	3800	3040	236	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	99	4	4	1	250	-1	0	0	0	-1	-1
10472070	1	4	72	70	3	389	1	-1	-1	Chßa sØ døng	100	-1	Chßa sØ døng	4600	3680	237	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	330	330	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	100	4	4	1	250	-1	0	0	0	-1	-1
10472071	1	4	72	71	3	423	1	-1	-1	Chßa sØ døng	91	-1	Chßa sØ døng	3160	2528	226	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	91	4	4	1	250	-1	0	0	0	-1	-1
10472072	1	4	72	72	3	423	1	-1	-1	Chßa sØ døng	92	-1	Chßa sØ døng	3240	2592	227	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	92	4	4	1	250	-1	0	0	0	-1	-1
10472073	1	4	72	73	3	423	1	-1	-1	Chßa sØ døng	93	-1	Chßa sØ døng	3320	2656	229	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	93	4	4	1	250	-1	0	0	0	-1	-1
10472074	1	4	72	74	3	423	1	-1	-1	Chßa sØ døng	94	-1	Chßa sØ døng	3400	2720	230	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	94	4	4	1	250	-1	0	0	0	-1	-1
10472075	1	4	72	75	3	423	1	-1	-1	Chßa sØ døng	95	-1	Chßa sØ døng	3480	2784	231	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	4	4	1	250	-1	0	0	0	-1	-1
10472076	1	4	72	76	3	423	1	-1	-1	Chßa sØ døng	96	-1	Chßa sØ døng	3560	2848	232	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	4	4	1	250	-1	0	0	0	-1	-1
10472077	1	4	72	77	3	423	1	-1	-1	Chßa sØ døng	97	-1	Chßa sØ døng	3640	2912	234	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	97	4	4	1	250	-1	0	0	0	-1	-1
10472078	1	4	72	78	3	423	1	-1	-1	Chßa sØ døng	98	-1	Chßa sØ døng	3720	2976	235	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	98	4	4	1	250	-1	0	0	0	-1	-1
10472079	1	4	72	79	3	423	1	-1	-1	Chßa sØ døng	99	-1	Chßa sØ døng	3800	3040	236	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	99	4	4	1	250	-1	0	0	0	-1	-1
10472080	1	4	72	80	3	423	1	-1	-1	Chßa sØ døng	100	-1	Chßa sØ døng	4600	3680	237	3	3	-1	-1	Cuff4_8	Hµ thü	-1	1	1	-1	-1	330	330	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	100	4	4	1	250	-1	0	0	0	-1	-1
10472081	1	4	72	81	3	427	1	-1	-1	Chßa sØ døng	91	-1	Chßa sØ døng	3160	2528	226	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	91	4	4	1	250	-1	0	0	0	-1	-1
10472082	1	4	72	82	3	427	1	-1	-1	Chßa sØ døng	92	-1	Chßa sØ døng	3240	2592	227	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	92	4	4	1	250	-1	0	0	0	-1	-1
10472083	1	4	72	83	3	427	1	-1	-1	Chßa sØ døng	93	-1	Chßa sØ døng	3320	2656	229	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	93	4	4	1	250	-1	0	0	0	-1	-1
10472084	1	4	72	84	3	427	1	-1	-1	Chßa sØ døng	94	-1	Chßa sØ døng	3400	2720	230	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	94	4	4	1	250	-1	0	0	0	-1	-1
10472085	1	4	72	85	3	427	1	-1	-1	Chßa sØ døng	95	-1	Chßa sØ døng	3480	2784	231	3	3	-1	-1	Cuff4_9	Hµ thü	-1	1	1	-1	-1	298	298	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	95	4	4	1	250	-1	0	0	0	-1	-1
